smiles,pka_values,functional_groups,mapping,pka_matrix
OC(=O)C1(CCC1)C(O)=O,"[2.94, 5.47]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [8]}]","{'2.94': {'type': 'COOH', 'indices': [0]}, '5.47': {'type': 'COOH', 'indices': [8]}}","[(0, 2.94), (8, 5.47)]"
Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,"[4.05, 7.114]","[{'type': 'PhosphonicAcid', 'indices': [16]}, {'type': 'PhosphonicAcid', 'indices': [20]}, {'type': 'PhosphonicAcid', 'indices': [24]}, {'type': 'PhosphonicAcid', 'indices': [28]}, {'type': 'PhosphonicAcid', 'indices': [29]}, {'type': 'ImidazoleLike', 'indices': [6]}, {'type': 'ImidazoleLike', 'indices': [8]}, {'type': 'Aniline', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [32]}, {'type': 'AliphaticRingAlcohol', 'indices': [34]}]","{'4.05': {'type': 'Aniline', 'indices': [0]}, '7.114': {'type': 'ImidazoleLike', 'indices': [6]}}","[(0, 4.05), (6, 7.114)]"
OC(=O)CCc1ccc(O)cc1,"[4.39, 10.03]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Phenol', 'indices': [9]}]","{'4.39': {'type': 'COOH', 'indices': [0]}, '10.03': {'type': 'Phenol', 'indices': [9]}}","[(0, 4.39), (9, 10.03)]"
OC(=O)CCc1cccc(O)c1,"[4.4, 9.91]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Phenol', 'indices': [10]}]","{'4.4': {'type': 'COOH', 'indices': [0]}, '9.91': {'type': 'Phenol', 'indices': [10]}}","[(0, 4.4), (10, 9.91)]"
OC(=O)CN(CC(O)=O)CC(=O)c1sccc1,"[2.0, 7.46]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'TertiaryAmine', 'indices': [4]}]","{'2.0': {'type': 'COOH', 'indices': [0]}, '7.46': {'type': 'TertiaryAmine', 'indices': [4]}}","[(0, 2.0), (4, 7.46)]"
CC[C@H](C)[C@H](NC(=O)[C@@H](N)CC(C)C)C(O)=O,"[3.42, 7.78]","[{'type': 'COOH', 'indices': [15]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'3.42': {'type': 'COOH', 'indices': [15]}, '7.78': {'type': 'PrimaryAmine', 'indices': [9]}}","[(15, 3.42), (9, 7.78)]"
OC(=O)CCC(O)=O,"[4.02, 5.275]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [6]}]","{'4.02': {'type': 'COOH', 'indices': [0]}, '5.275': {'type': 'COOH', 'indices': [6]}}","[(0, 4.02), (6, 5.275)]"
OC(=O)CCCC(O)=O,"[4.19, 5.06]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}]","{'4.19': {'type': 'COOH', 'indices': [0]}, '5.06': {'type': 'COOH', 'indices': [7]}}","[(0, 4.19), (7, 5.06)]"
OC(=O)CCCCC(O)=O,"[4.26, 5.04]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [8]}]","{'4.26': {'type': 'COOH', 'indices': [0]}, '5.04': {'type': 'COOH', 'indices': [8]}}","[(0, 4.26), (8, 5.04)]"
OC(=O)CCCCCC(O)=O,"[4.31, 5.08]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [9]}]","{'4.31': {'type': 'COOH', 'indices': [0]}, '5.08': {'type': 'COOH', 'indices': [9]}}","[(0, 4.31), (9, 5.08)]"
OC(=O)CC(=C)C(O)=O,"[3.66, 5.195]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}]","{'3.66': {'type': 'COOH', 'indices': [0]}, '5.195': {'type': 'COOH', 'indices': [7]}}","[(0, 3.66), (7, 5.195)]"
OC(=O)CC(=O)C(O)=O,"[2.26, 3.9]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}]","{'2.26': {'type': 'COOH', 'indices': [0]}, '3.9': {'type': 'COOH', 'indices': [7]}}","[(0, 2.26), (7, 3.9)]"
OC(=O)CS,"[3.48, 10.11]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Thiol', 'indices': [4]}]","{'3.48': {'type': 'COOH', 'indices': [0]}, '10.11': {'type': 'Thiol', 'indices': [4]}}","[(0, 3.48), (4, 10.11)]"
OC(=O)CSCC(O)=O,"[3.14, 4.15]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}]","{'3.14': {'type': 'COOH', 'indices': [0]}, '4.15': {'type': 'COOH', 'indices': [7]}}","[(0, 3.14), (7, 4.15)]"
CCCC[C@H](N)C(O)=O,"[2.31, 9.68]","[{'type': 'COOH', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'2.31': {'type': 'COOH', 'indices': [7]}, '9.68': {'type': 'PrimaryAmine', 'indices': [5]}}","[(7, 2.31), (5, 9.68)]"
CCC[C@H](N)C(O)=O,"[2.31, 9.65]","[{'type': 'COOH', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [4]}]","{'2.31': {'type': 'COOH', 'indices': [6]}, '9.65': {'type': 'PrimaryAmine', 'indices': [4]}}","[(6, 2.31), (4, 9.65)]"
CCSC[P](O)(O)=O,"[1.8, 7.06]","[{'type': 'Phosphate', 'indices': [5]}, {'type': 'Phosphate', 'indices': [6]}]","{'1.8': {'type': 'Phosphate', 'indices': [5]}, '7.06': {'type': 'Phosphate', 'indices': [6]}}","[(5, 1.8), (6, 7.06)]"
CC[C@H](C)[C@@H](N)C(O)=O,"[2.2, 9.62]","[{'type': 'COOH', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'2.2': {'type': 'COOH', 'indices': [7]}, '9.62': {'type': 'PrimaryAmine', 'indices': [5]}}","[(7, 2.2), (5, 9.62)]"
CC[C@H](C)[C@H](N)C(=O)NCC(O)=O,"[3.04, 7.96]","[{'type': 'COOH', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'3.04': {'type': 'COOH', 'indices': [11]}, '7.96': {'type': 'PrimaryAmine', 'indices': [5]}}","[(11, 3.04), (5, 7.96)]"
CC[C@H](C)[C@H](N)C(O)=O,"[2.26, 9.6]","[{'type': 'COOH', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'2.26': {'type': 'COOH', 'indices': [7]}, '9.6': {'type': 'PrimaryAmine', 'indices': [5]}}","[(7, 2.26), (5, 9.6)]"
OC(=O)CNC(=O)[C@@H]1CCCN1,"[3.1, 8.91]","[{'type': 'COOH', 'indices': [0]}, {'type': 'SecondaryAmine', 'indices': [11]}]","{'3.1': {'type': 'COOH', 'indices': [0]}, '8.91': {'type': 'SecondaryAmine', 'indices': [11]}}","[(0, 3.1), (11, 8.91)]"
OC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]2CCCN2,"[3.17, 9.15]","[{'type': 'COOH', 'indices': [0]}, {'type': 'SecondaryAmine', 'indices': [18]}]","{'3.17': {'type': 'COOH', 'indices': [0]}, '9.15': {'type': 'SecondaryAmine', 'indices': [18]}}","[(0, 3.17), (18, 9.15)]"
OC(=O)CNC(S)=S,"[3.75, 6.67]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Thiol', 'indices': [6]}, {'type': 'SecondaryAmine', 'indices': [4]}]","{'3.75': {'type': 'COOH', 'indices': [0]}, '6.67': {'type': 'Thiol', 'indices': [6]}}","[(0, 3.75), (6, 6.67)]"
OC(=O)CN(CC(O)=O)c1ccccc1,"[2.4, 5.02]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'TertiaryAmine', 'indices': [4]}]","{'2.4': {'type': 'COOH', 'indices': [0]}, '5.02': {'type': 'COOH', 'indices': [7]}}","[(0, 2.4), (7, 5.02)]"
OC(=O)CNc1ccc(cc1)[S](O)(=O)=O,"[1.8, 8.66]","[{'type': 'SulfonicAcid', 'indices': [12]}, {'type': 'COOH', 'indices': [0]}, {'type': 'SecondaryAmine', 'indices': [4]}]","{'1.8': {'type': 'COOH', 'indices': [0]}, '8.66': {'type': 'SecondaryAmine', 'indices': [4]}}","[(0, 1.8), (4, 8.66)]"
OC(=O)COCC(O)=O,"[2.82, 3.9699999999999998]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}]","{'2.82': {'type': 'COOH', 'indices': [0]}, '3.9699999999999998': {'type': 'COOH', 'indices': [7]}}","[(0, 2.82), (7, 3.9699999999999998)]"
OC(=O)C[Te]CC(O)=O,"[3.26, 4.77]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}]","{'3.26': {'type': 'COOH', 'indices': [0]}, '4.77': {'type': 'COOH', 'indices': [7]}}","[(0, 3.26), (7, 4.77)]"
CCNCCNCC,"[7.28, 10.16]","[{'type': 'SecondaryAmine', 'indices': [2]}, {'type': 'SecondaryAmine', 'indices': [5]}]","{'7.28': {'type': 'SecondaryAmine', 'indices': [2]}, '10.16': {'type': 'SecondaryAmine', 'indices': [5]}}","[(2, 7.28), (5, 10.16)]"
CCCCCC(C(O)=O)C(O)=O,"[2.8, 5.54]","[{'type': 'COOH', 'indices': [7]}, {'type': 'COOH', 'indices': [10]}]","{'2.8': {'type': 'COOH', 'indices': [7]}, '5.54': {'type': 'COOH', 'indices': [10]}}","[(7, 2.8), (10, 5.54)]"
OC(=O)CN(CCN[S](=O)(=O)c1ccc(CCBr)cc1)CC(O)=O,"[2.15, 7.75]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [22]}, {'type': 'SecondaryAmine', 'indices': [7]}, {'type': 'TertiaryAmine', 'indices': [4]}]","{'2.15': {'type': 'COOH', 'indices': [0]}, '7.75': {'type': 'SecondaryAmine', 'indices': [7]}}","[(0, 2.15), (7, 7.75)]"
OC(=O)CN(CCN[S](=O)(=O)c1ccccc1)CC(O)=O,"[2.1, 7.82]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [19]}, {'type': 'SecondaryAmine', 'indices': [7]}, {'type': 'TertiaryAmine', 'indices': [4]}]","{'2.1': {'type': 'COOH', 'indices': [0]}, '7.82': {'type': 'SecondaryAmine', 'indices': [7]}}","[(0, 2.1), (7, 7.82)]"
OC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1,"[3.27, 8.67]","[{'type': 'COOH', 'indices': [0]}, {'type': 'SecondaryAmine', 'indices': [19]}]","{'3.27': {'type': 'COOH', 'indices': [0]}, '8.67': {'type': 'SecondaryAmine', 'indices': [19]}}","[(0, 3.27), (19, 8.67)]"
Cc1cccc(n1)C(O)=O,"[1.2, 5.86]","[{'type': 'COOH', 'indices': [8]}, {'type': 'Pyridine', 'indices': [6]}]","{'1.2': {'type': 'COOH', 'indices': [8]}, '5.86': {'type': 'Pyridine', 'indices': [6]}}","[(8, 1.2), (6, 5.86)]"
C[C@@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.26, 7.95]","[{'type': 'COOH', 'indices': [14]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.26': {'type': 'COOH', 'indices': [14]}, '7.95': {'type': 'PrimaryAmine', 'indices': [2]}}","[(14, 3.26), (2, 7.95)]"
C[C@@H](N)C(=O)N[C@H](C)C(=O)N[C@H](C)C(O)=O,"[3.28, 7.95]","[{'type': 'COOH', 'indices': [14]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.28': {'type': 'COOH', 'indices': [14]}, '7.95': {'type': 'PrimaryAmine', 'indices': [2]}}","[(14, 3.28), (2, 7.95)]"
CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,"[3.33, 7.81]","[{'type': 'COOH', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'3.33': {'type': 'COOH', 'indices': [19]}, '7.81': {'type': 'PrimaryAmine', 'indices': [5]}}","[(19, 3.33), (5, 7.81)]"
CC(C)C[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,"[3.42, 8.03]","[{'type': 'COOH', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [17]}]","{'3.42': {'type': 'COOH', 'indices': [19]}, '8.03': {'type': 'PrimaryAmine', 'indices': [17]}}","[(19, 3.42), (17, 8.03)]"
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(O)=O,"[3.23, 7.75]","[{'type': 'COOH', 'indices': [15]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'3.23': {'type': 'COOH', 'indices': [15]}, '7.75': {'type': 'PrimaryAmine', 'indices': [5]}}","[(15, 3.23), (5, 7.75)]"
Cc1ccc(O)cn1,"[5.44, 8.96]","[{'type': 'Phenol', 'indices': [5]}, {'type': 'Pyridine', 'indices': [7]}]","{'5.44': {'type': 'Pyridine', 'indices': [7]}, '8.96': {'type': 'Phenol', 'indices': [5]}}","[(7, 5.44), (5, 8.96)]"
C[P](O)(O)=O,"[2.16, 7.49]","[{'type': 'Phosphate', 'indices': [2]}, {'type': 'Phosphate', 'indices': [3]}]","{'2.16': {'type': 'Phosphate', 'indices': [2]}, '7.49': {'type': 'Phosphate', 'indices': [3]}}","[(2, 2.16), (3, 7.49)]"
Cc1ccc2cccc(O)c2n1,"[5.65, 10.04]","[{'type': 'Phenol', 'indices': [9]}, {'type': 'Pyridine', 'indices': [11]}]","{'5.65': {'type': 'Pyridine', 'indices': [11]}, '10.04': {'type': 'Phenol', 'indices': [9]}}","[(11, 5.65), (9, 10.04)]"
CC(C)(NC(=O)CNC(=O)CN)C(=O)NCC(O)=O,"[3.55, 7.98]","[{'type': 'COOH', 'indices': [17]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'3.55': {'type': 'COOH', 'indices': [17]}, '7.98': {'type': 'PrimaryAmine', 'indices': [11]}}","[(17, 3.55), (11, 7.98)]"
C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,"[3.2, 7.9]","[{'type': 'COOH', 'indices': [15]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.2': {'type': 'COOH', 'indices': [15]}, '7.9': {'type': 'PrimaryAmine', 'indices': [2]}}","[(15, 3.2), (2, 7.9)]"
C[C@H](N)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.11, 7.88]","[{'type': 'COOH', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.11': {'type': 'COOH', 'indices': [19]}, '7.88': {'type': 'PrimaryAmine', 'indices': [2]}}","[(19, 3.11), (2, 7.88)]"
C[C@H](N)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.2, 8.02]","[{'type': 'COOH', 'indices': [14]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.2': {'type': 'COOH', 'indices': [14]}, '8.02': {'type': 'PrimaryAmine', 'indices': [2]}}","[(14, 3.2), (2, 8.02)]"
C[C@H](N)C(=O)N[C@H](C)C(O)=O,"[3.13, 8.29]","[{'type': 'COOH', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.13': {'type': 'COOH', 'indices': [9]}, '8.29': {'type': 'PrimaryAmine', 'indices': [2]}}","[(9, 3.13), (2, 8.29)]"
C[C@H](N)C(=O)N[C@@H](C)C(O)=O,"[3.27, 8.15]","[{'type': 'COOH', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.27': {'type': 'COOH', 'indices': [9]}, '8.15': {'type': 'PrimaryAmine', 'indices': [2]}}","[(9, 3.27), (2, 8.15)]"
C[C@H](N)C(=O)NCC(=O)NCC(O)=O,"[3.27, 7.89]","[{'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.27': {'type': 'COOH', 'indices': [12]}, '7.89': {'type': 'PrimaryAmine', 'indices': [2]}}","[(12, 3.27), (2, 7.89)]"
CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCC(O)=O,"[3.46, 8.33]","[{'type': 'COOH', 'indices': [21]}, {'type': 'PrimaryAmine', 'indices': [3]}]","{'3.46': {'type': 'COOH', 'indices': [21]}, '8.33': {'type': 'PrimaryAmine', 'indices': [3]}}","[(21, 3.46), (3, 8.33)]"
CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,"[3.82, 8.11]","[{'type': 'COOH', 'indices': [17]}, {'type': 'PrimaryAmine', 'indices': [3]}]","{'3.82': {'type': 'COOH', 'indices': [17]}, '8.11': {'type': 'PrimaryAmine', 'indices': [3]}}","[(17, 3.82), (3, 8.11)]"
CC(C)(N)C(=O)NC(C)(C)C(O)=O,"[3.67, 8.26]","[{'type': 'COOH', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [3]}]","{'3.67': {'type': 'COOH', 'indices': [11]}, '8.26': {'type': 'PrimaryAmine', 'indices': [3]}}","[(11, 3.67), (3, 8.26)]"
CC(C)(N)C(O)=O,"[2.34, 10.1]","[{'type': 'COOH', 'indices': [5]}, {'type': 'PrimaryAmine', 'indices': [3]}]","{'2.34': {'type': 'COOH', 'indices': [5]}, '10.1': {'type': 'PrimaryAmine', 'indices': [3]}}","[(5, 2.34), (3, 10.1)]"
CC(C)C[C@@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,"[3.33, 7.87]","[{'type': 'COOH', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'3.33': {'type': 'COOH', 'indices': [19]}, '7.87': {'type': 'PrimaryAmine', 'indices': [5]}}","[(19, 3.33), (5, 7.87)]"
CC(C)(NC(=O)CN)C(=O)NCC(O)=O,"[3.33, 8.2]","[{'type': 'COOH', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [7]}]","{'3.33': {'type': 'COOH', 'indices': [13]}, '8.2': {'type': 'PrimaryAmine', 'indices': [7]}}","[(13, 3.33), (7, 8.2)]"
C[C@H](NC(=O)CNC(=O)CN)C(O)=O,"[3.18, 7.9]","[{'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [10]}]","{'3.18': {'type': 'COOH', 'indices': [12]}, '7.9': {'type': 'PrimaryAmine', 'indices': [10]}}","[(12, 3.18), (10, 7.9)]"
C[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN)C(O)=O,"[3.37, 7.86]","[{'type': 'COOH', 'indices': [20]}, {'type': 'PrimaryAmine', 'indices': [18]}]","{'3.37': {'type': 'COOH', 'indices': [20]}, '7.86': {'type': 'PrimaryAmine', 'indices': [18]}}","[(20, 3.37), (18, 7.86)]"
C[C@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,"[2.83, 7.19]","[{'type': 'COOH', 'indices': [29]}, {'type': 'Imidazole', 'indices': [27]}]","{'2.83': {'type': 'COOH', 'indices': [29]}, '7.19': {'type': 'Imidazole', 'indices': [27]}}","[(29, 2.83), (27, 7.19)]"
C[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,"[2.99, 7.95]","[{'type': 'COOH', 'indices': [15]}, {'type': 'SecondaryAmine', 'indices': [10]}, {'type': 'SecondaryAmine', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [2]}, {'type': 'PrimaryAmine', 'indices': [12]}]","{'2.99': {'type': 'COOH', 'indices': [15]}, '7.95': {'type': 'PrimaryAmine', 'indices': [2]}}","[(15, 2.99), (2, 7.95)]"
C[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O,"[3.27, 8.98]","[{'type': 'COOH', 'indices': [11]}, {'type': 'SecondaryAmine', 'indices': [9]}]","{'3.27': {'type': 'COOH', 'indices': [11]}, '8.98': {'type': 'SecondaryAmine', 'indices': [9]}}","[(11, 3.27), (9, 8.98)]"
C[C@H](NC(=O)[C@H](C)NC(=O)CN)C(O)=O,"[3.27, 7.99]","[{'type': 'COOH', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'3.27': {'type': 'COOH', 'indices': [13]}, '7.99': {'type': 'PrimaryAmine', 'indices': [11]}}","[(13, 3.27), (11, 7.99)]"
C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1)C(O)=O,"[3.1, 8.37]","[{'type': 'COOH', 'indices': [21]}, {'type': 'SecondaryAmine', 'indices': [19]}]","{'3.1': {'type': 'COOH', 'indices': [21]}, '8.37': {'type': 'SecondaryAmine', 'indices': [19]}}","[(21, 3.1), (19, 8.37)]"
C[C@H](O)[C@H](N)C(O)=O,"[2.11, 8.92]","[{'type': 'COOH', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [4]}]","{'2.11': {'type': 'COOH', 'indices': [6]}, '8.92': {'type': 'PrimaryAmine', 'indices': [4]}}","[(6, 2.11), (4, 8.92)]"
C[C@](N)(CCC(O)=O)C(O)=O,"[4.05, 9.72]","[{'type': 'COOH', 'indices': [6]}, {'type': 'COOH', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'4.05': {'type': 'COOH', 'indices': [6]}, '9.72': {'type': 'PrimaryAmine', 'indices': [2]}}","[(6, 4.05), (2, 9.72)]"
CC(C)C[C@@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,"[2.9, 8.34, 10.36]","[{'type': 'COOH', 'indices': [19]}, {'type': 'Phenol', 'indices': [15]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'2.9': {'type': 'COOH', 'indices': [19]}, '8.34': {'type': 'Phenol', 'indices': [15]}, '10.36': {'type': 'PrimaryAmine', 'indices': [5]}}","[(19, 2.9), (15, 8.34), (5, 10.36)]"
CC(C)(N)[P](O)(O)=O,"[0.6, 5.82, 10.3]","[{'type': 'Phosphate', 'indices': [5]}, {'type': 'Phosphate', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [3]}]","{'0.6': {'type': 'Phosphate', 'indices': [5]}, '5.82': {'type': 'Phosphate', 'indices': [6]}, '10.3': {'type': 'PrimaryAmine', 'indices': [3]}}","[(5, 0.6), (6, 5.82), (3, 10.3)]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(O)=O,"[3.25, 4.23, 8.1]","[{'type': 'COOH', 'indices': [15]}, {'type': 'COOH', 'indices': [23]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.25': {'type': 'COOH', 'indices': [15]}, '4.23': {'type': 'COOH', 'indices': [23]}, '8.1': {'type': 'PrimaryAmine', 'indices': [2]}}","[(15, 3.25), (23, 4.23), (2, 8.1)]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(O)=O,"[3.22, 7.96, 9.73]","[{'type': 'COOH', 'indices': [15]}, {'type': 'Thiol', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.22': {'type': 'COOH', 'indices': [15]}, '7.96': {'type': 'Thiol', 'indices': [13]}, '9.73': {'type': 'PrimaryAmine', 'indices': [2]}}","[(15, 3.22), (13, 7.96), (2, 9.73)]"
C[C@H](NC(=O)[C@@H](N)CC(O)=O)C(O)=O,"[2.73, 3.61, 7.99]","[{'type': 'COOH', 'indices': [9]}, {'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [6]}]","{'2.73': {'type': 'COOH', 'indices': [9]}, '3.61': {'type': 'COOH', 'indices': [12]}, '7.99': {'type': 'PrimaryAmine', 'indices': [6]}}","[(9, 2.73), (12, 3.61), (6, 7.99)]"
C[C@H](NC(=O)[C@@H](N)CCC(O)=O)C(O)=O,"[1.2, 4.16, 7.98]","[{'type': 'COOH', 'indices': [10]}, {'type': 'COOH', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [6]}]","{'1.2': {'type': 'COOH', 'indices': [10]}, '4.16': {'type': 'COOH', 'indices': [13]}, '7.98': {'type': 'PrimaryAmine', 'indices': [6]}}","[(10, 1.2), (13, 4.16), (6, 7.98)]"
C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CCC(O)=O)C(O)=O,"[3.13, 4.08, 7.77]","[{'type': 'COOH', 'indices': [20]}, {'type': 'COOH', 'indices': [23]}, {'type': 'PrimaryAmine', 'indices': [16]}]","{'3.13': {'type': 'COOH', 'indices': [20]}, '4.08': {'type': 'COOH', 'indices': [23]}, '7.77': {'type': 'PrimaryAmine', 'indices': [16]}}","[(20, 3.13), (23, 4.08), (16, 7.77)]"
C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC(O)=O)C(O)=O,"[3.07, 3.6, 7.69]","[{'type': 'COOH', 'indices': [19]}, {'type': 'COOH', 'indices': [22]}, {'type': 'PrimaryAmine', 'indices': [16]}]","{'3.07': {'type': 'COOH', 'indices': [19]}, '3.6': {'type': 'COOH', 'indices': [22]}, '7.69': {'type': 'PrimaryAmine', 'indices': [16]}}","[(19, 3.07), (22, 3.6), (16, 7.69)]"
C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.21, 7.9, 10.26]","[{'type': 'COOH', 'indices': [23]}, {'type': 'PrimaryAmine', 'indices': [2]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'3.21': {'type': 'COOH', 'indices': [23]}, '7.9': {'type': 'PrimaryAmine', 'indices': [2]}, '10.26': {'type': 'PrimaryAmine', 'indices': [11]}}","[(23, 3.21), (2, 7.9), (11, 10.26)]"
OC(=O)CN(CC(O)=O)c1ccc(c2cc(cc(O)c12)[S](O)(=O)=O)[S](O)(=O)=O,"[2.58, 3.87, 9.48]","[{'type': 'SulfonicAcid', 'indices': [21]}, {'type': 'SulfonicAcid', 'indices': [25]}, {'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'Phenol', 'indices': [18]}, {'type': 'TertiaryAmine', 'indices': [4]}]","{'2.58': {'type': 'COOH', 'indices': [0]}, '3.87': {'type': 'COOH', 'indices': [7]}, '9.48': {'type': 'Phenol', 'indices': [18]}}","[(0, 2.58), (7, 3.87), (18, 9.48)]"
OC(=O)CN(CC(O)=O)Cc1ccccn1,"[2.68, 2.72, 8.2]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'Pyridine', 'indices': [15]}, {'type': 'TertiaryAmine', 'indices': [4]}]","{'2.68': {'type': 'COOH', 'indices': [0]}, '2.72': {'type': 'COOH', 'indices': [7]}, '8.2': {'type': 'TertiaryAmine', 'indices': [4]}}","[(0, 2.68), (7, 2.72), (4, 8.2)]"
OC(=O)CN(CC(O)=O)c1c(O)cc(c2ccccc12)[S](O)(=O)=O,"[2.16, 3.38, 8.85]","[{'type': 'SulfonicAcid', 'indices': [21]}, {'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'Phenol', 'indices': [11]}, {'type': 'TertiaryAmine', 'indices': [4]}]","{'2.16': {'type': 'COOH', 'indices': [0]}, '3.38': {'type': 'COOH', 'indices': [7]}, '8.85': {'type': 'Phenol', 'indices': [11]}}","[(0, 2.16), (7, 3.38), (11, 8.85)]"
